,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
4323,Bachelors,2012,0.0,3,30,0,1,1,0
4325,Bachelors,2015,1.0,3,22,1,1,0,0
4327,Bachelors,2014,0.5,3,39,1,0,4,0
4328,PHD,2012,1.0,1,38,1,0,5,0
4329,Bachelors,2014,1.0,3,22,0,0,0,1
4330,Bachelors,2014,0.0,3,36,0,0,5,0
4332,Bachelors,2016,0.5,1,32,1,0,2,0
4333,Bachelors,2017,0.0,2,39,0,0,2,0
4334,Bachelors,2015,0.5,2,36,1,0,5,0
4335,Bachelors,2018,1.0,3,34,1,1,5,1
4337,Bachelors,2018,1.0,3,36,0,1,1,1
4338,PHD,2015,0.0,3,22,0,0,0,0
4339,Bachelors,2014,0.0,1,28,0,0,5,0
4341,Bachelors,2014,1.0,1,39,0,0,4,0
4344,Bachelors,2012,1.0,3,31,1,0,3,0
4345,Bachelors,2015,0.5,2,33,0,0,2,1
4346,Bachelors,2017,0.5,2,38,0,0,1,1
4347,Bachelors,2014,0.5,3,38,1,0,2,0
4350,Masters,2017,0.5,2,33,0,0,2,0
4352,Bachelors,2018,0.5,3,36,1,1,1,1
4355,Bachelors,2017,0.0,2,40,0,0,5,0
4356,Masters,2012,1.0,3,31,0,0,4,0
4360,Bachelors,2017,0.0,3,28,0,0,1,1
4361,Bachelors,2014,1.0,3,38,1,1,5,0
4362,Masters,2015,0.5,3,31,1,0,0,0
4364,Bachelors,2015,0.5,2,25,1,0,3,1
4366,Bachelors,2017,1.0,3,40,1,0,1,0
4368,Bachelors,2016,1.0,3,32,1,0,0,0
4370,Bachelors,2015,1.0,3,33,1,0,3,1
4372,Bachelors,2012,0.0,3,36,1,0,3,0
4373,Bachelors,2013,1.0,3,30,0,0,4,0
4375,Bachelors,2012,1.0,3,23,1,1,1,0
4376,Masters,2015,0.5,2,31,0,0,2,0
4377,Bachelors,2013,1.0,3,22,1,1,0,0
4378,Masters,2017,0.0,2,24,0,0,2,1
4379,Bachelors,2016,1.0,3,37,0,1,4,0
4381,Bachelors,2013,1.0,3,22,1,0,0,1
4382,Bachelors,2012,0.5,3,35,1,0,5,0
4383,Bachelors,2014,0.0,3,30,0,0,3,0
4386,Masters,2017,1.0,3,36,1,0,4,1
4388,Bachelors,2016,0.5,3,40,1,0,2,0
4391,Bachelors,2017,1.0,3,38,1,0,3,0
4392,Bachelors,2014,1.0,3,31,1,0,3,1
4393,Bachelors,2014,1.0,3,22,0,0,0,0
4394,Bachelors,2012,0.5,3,34,1,0,0,0
4395,Bachelors,2015,0.0,3,31,0,0,0,0
4396,Bachelors,2012,1.0,3,39,0,0,3,0
4397,Masters,2018,0.0,3,33,0,0,2,1
4398,Bachelors,2015,1.0,3,33,1,0,4,0
4399,Bachelors,2012,1.0,3,38,1,0,4,0
4400,Bachelors,2017,0.5,2,22,0,0,0,1
4401,Bachelors,2014,0.5,2,32,0,0,0,1
4402,Bachelors,2014,0.5,3,34,1,0,5,0
4403,Bachelors,2014,1.0,1,31,0,0,5,0
4404,Bachelors,2016,1.0,3,23,1,0,1,0
4405,Bachelors,2013,0.5,2,39,0,0,1,1
4407,Bachelors,2013,0.5,2,33,0,1,4,1
4409,PHD,2018,0.0,3,24,1,0,2,1
4410,Bachelors,2017,1.0,3,38,1,0,1,0
4415,Bachelors,2016,1.0,3,31,1,0,5,0
4416,Bachelors,2017,1.0,3,32,0,0,3,0
4417,Bachelors,2015,0.5,2,36,0,0,3,1
4418,Bachelors,2017,1.0,3,28,1,0,0,0
4419,Bachelors,2017,0.0,2,31,1,0,3,0
4420,Masters,2017,0.0,2,36,0,0,3,0
4423,Bachelors,2017,1.0,3,28,1,0,3,1
4424,Bachelors,2015,0.5,3,39,0,0,2,1
4425,Bachelors,2013,1.0,3,23,0,0,1,0
4427,Masters,2013,0.0,3,33,0,0,2,0
4428,Bachelors,2017,0.0,3,39,0,0,4,0
4430,Bachelors,2016,0.5,3,33,1,0,2,0
4431,Bachelors,2016,0.5,2,29,0,0,4,1
4432,Masters,2017,0.5,3,24,0,0,2,1
4434,Masters,2013,0.0,2,35,0,0,2,1
4437,Bachelors,2013,1.0,3,39,1,0,5,1
4438,Bachelors,2014,1.0,3,36,0,0,3,1
4439,Bachelors,2017,0.0,2,40,0,0,3,0
4440,Bachelors,2012,0.0,3,35,0,0,5,0
4441,Bachelors,2016,1.0,3,33,1,0,4,0
4442,PHD,2018,1.0,3,33,1,0,2,1
4447,Bachelors,2014,1.0,3,33,1,0,3,0
4448,Bachelors,2016,1.0,3,35,1,0,3,0
4449,Bachelors,2013,1.0,3,33,1,0,3,1
4450,Bachelors,2013,0.5,3,36,0,0,0,1
4453,Bachelors,2014,1.0,3,39,0,0,5,0
4456,Bachelors,2012,1.0,3,36,0,0,4,0
4457,Bachelors,2016,1.0,3,33,1,0,0,0
4458,Bachelors,2013,0.5,1,33,0,0,0,1
4459,Masters,2017,0.5,2,30,1,1,2,1
4460,Masters,2012,0.0,3,27,1,0,5,1
4461,Bachelors,2015,1.0,3,33,1,1,4,0
4462,Bachelors,2016,0.5,2,35,0,0,4,1
4463,Bachelors,2014,0.5,2,40,0,0,0,1
4466,Bachelors,2017,0.0,2,40,1,0,5,0
4467,Bachelors,2014,1.0,3,29,1,1,0,0
4469,Bachelors,2015,1.0,3,40,1,0,4,0
4471,Bachelors,2016,0.5,2,39,0,0,3,1
4472,Bachelors,2017,0.0,2,22,1,0,0,1
4473,PHD,2015,0.5,2,35,0,0,0,0
4475,Bachelors,2014,0.0,2,25,0,0,3,1
4477,Masters,2017,0.0,1,37,1,0,0,0
4484,Masters,2018,0.0,3,27,0,1,5,1
4485,Bachelors,2016,0.5,3,35,1,0,1,0
4487,Masters,2017,0.0,3,34,1,0,1,1
4488,Bachelors,2018,1.0,3,40,0,0,4,1
4489,Bachelors,2012,0.5,3,39,1,0,4,0
4490,Bachelors,2013,0.5,1,39,0,1,0,1
4491,Bachelors,2015,1.0,3,22,1,0,0,1
4492,Masters,2017,0.5,2,33,1,1,2,0
4493,Bachelors,2014,1.0,3,39,1,0,0,0
4496,Bachelors,2014,1.0,3,38,0,0,1,0
4497,Bachelors,2018,0.0,3,36,0,1,2,1
4498,Bachelors,2013,0.5,2,37,1,1,5,0
4500,Bachelors,2013,1.0,3,37,0,0,2,1
4501,Bachelors,2013,0.5,3,34,1,0,5,0
4503,Bachelors,2018,1.0,3,31,1,1,0,1
4504,Masters,2012,0.0,3,37,1,0,4,0
4506,Masters,2014,0.0,3,34,0,0,1,1
4507,Bachelors,2015,0.5,3,39,1,0,1,0
4508,Bachelors,2017,0.5,2,23,0,0,1,1
4509,Bachelors,2013,1.0,3,35,0,0,4,0
4511,Bachelors,2013,0.5,2,38,1,0,0,1
4512,Masters,2017,0.0,1,23,1,0,1,0
4515,Bachelors,2015,0.5,2,37,0,0,4,1
4517,Bachelors,2013,1.0,3,23,0,1,1,0
4518,Bachelors,2013,0.5,3,31,1,0,2,0
4519,Bachelors,2017,1.0,3,24,1,1,2,0
4522,Bachelors,2012,1.0,3,36,0,0,1,0
4523,Bachelors,2015,1.0,3,28,1,0,1,1
4524,Bachelors,2017,0.0,2,30,1,0,5,0
4528,Bachelors,2013,0.5,2,36,1,0,4,0
4529,Bachelors,2015,0.5,3,36,1,0,3,0
4530,Bachelors,2012,1.0,3,22,1,0,0,1
4531,Masters,2017,0.0,3,31,1,0,2,0
4532,PHD,2017,0.0,3,29,1,0,3,0
4533,Bachelors,2014,0.5,3,37,0,0,4,1
4537,Bachelors,2015,1.0,3,31,1,0,2,1
4541,Bachelors,2016,0.0,1,25,0,1,3,0
4542,Bachelors,2013,0.5,1,23,0,0,1,1
4545,Bachelors,2015,1.0,3,38,0,0,2,0
4547,Bachelors,2017,0.0,3,37,0,0,1,1
4548,PHD,2012,0.0,3,30,1,0,4,0
4549,Bachelors,2012,1.0,3,35,0,0,2,0
4550,PHD,2014,1.0,3,23,1,0,1,0
4553,PHD,2013,0.5,1,32,0,0,0,1
4554,Bachelors,2015,0.5,3,28,0,0,1,1
4555,Bachelors,2015,0.0,3,23,0,0,1,0
4556,PHD,2014,1.0,1,34,0,0,3,0
4557,Bachelors,2014,1.0,1,36,0,0,1,0
4558,Bachelors,2017,1.0,3,40,1,0,5,0
4563,Bachelors,2017,1.0,3,23,1,0,1,0
4565,Bachelors,2015,1.0,1,35,1,0,3,0
4568,Masters,2017,0.0,2,39,0,0,4,0
4569,PHD,2017,0.0,3,31,0,0,5,0
4570,Bachelors,2014,1.0,3,32,1,0,2,0
4571,Bachelors,2017,0.0,2,37,0,0,3,0
4576,Bachelors,2013,0.5,3,24,1,1,2,0
4577,Masters,2017,0.0,3,40,1,0,2,0
4578,Bachelors,2014,1.0,3,39,1,0,3,0
4582,Bachelors,2017,0.0,2,33,1,0,3,0
4583,Bachelors,2016,0.5,3,36,1,1,3,0
4584,Bachelors,2015,0.5,1,39,1,0,1,1
4586,Bachelors,2014,0.0,2,23,0,0,1,1
4587,Bachelors,2014,0.5,1,33,0,0,2,1
4588,Bachelors,2013,1.0,3,31,1,0,3,0
4590,Bachelors,2017,1.0,3,36,1,0,4,1
4592,Bachelors,2013,0.0,3,28,0,0,0,1
4594,Bachelors,2013,1.0,3,36,0,0,0,1
4595,Bachelors,2014,1.0,3,30,1,0,1,1
4598,Bachelors,2018,1.0,3,31,1,0,0,1
4599,Bachelors,2013,1.0,3,36,1,0,0,0
4600,Bachelors,2017,0.0,2,31,1,0,1,0
4604,Bachelors,2015,0.5,2,38,1,0,2,1
4605,Masters,2017,0.0,3,40,0,0,1,0
4606,Masters,2015,1.0,3,38,0,0,1,0
4607,PHD,2014,0.0,3,23,1,0,1,0
4613,Bachelors,2014,1.0,3,30,1,0,4,0
4614,Bachelors,2016,0.0,3,25,0,0,3,0
4615,Bachelors,2013,1.0,3,34,1,0,4,0
4616,Masters,2015,0.0,3,40,0,0,5,0
4617,Bachelors,2012,1.0,3,39,0,0,1,0
4618,Masters,2017,0.0,3,38,0,0,2,1
4619,Bachelors,2016,0.5,3,38,1,0,2,0
4620,Bachelors,2015,0.5,2,38,0,0,4,1
4622,Bachelors,2017,0.5,1,30,1,0,4,0
4623,PHD,2013,1.0,3,24,1,0,2,0
4625,Bachelors,2013,0.5,3,37,1,0,3,0
4627,PHD,2012,1.0,3,30,0,0,4,0
4628,Bachelors,2013,1.0,3,39,0,0,5,0
4629,Bachelors,2017,1.0,2,35,1,0,0,0
4632,Bachelors,2018,1.0,3,31,0,0,2,1
4634,Bachelors,2016,0.0,1,38,0,0,2,1
4636,Masters,2014,0.0,3,37,0,0,0,1
4637,Bachelors,2018,1.0,3,32,1,1,2,1
4639,Bachelors,2017,1.0,3,28,1,0,0,1
4641,Bachelors,2016,1.0,1,33,0,0,0,1
4643,Bachelors,2013,1.0,3,31,0,0,5,0
4644,Bachelors,2015,0.5,3,32,0,1,1,1
4645,Masters,2017,0.5,2,31,0,0,2,0
4647,Bachelors,2016,0.5,3,30,1,0,2,0
4649,Masters,2013,0.5,2,37,1,0,2,1
4650,Masters,2018,0.0,3,27,1,0,5,1
4651,Bachelors,2012,1.0,3,30,1,1,2,0
